"child_id","school_type","day","time","critical_event","days_since_event","parent_inv_1","parent_inv_2","parent_inv_3","parent_overload_1","parent_overload_2","parent_overload_3","child_selfefficacy_1","child_selfefficacy_2","child_selfefficacy_3","child_selfesteem_1","child_selfesteem_2","child_selfesteem_3"
411,"Grundschule",15,14,1,4,5,3,5,6,6,5,2,4,1,3,3,4
411,"Grundschule",16,15,1,5,5,3,5,6,6,5,6,5,5,5,3,3
411,"Grundschule",17,16,1,6,5,3,5,6,6,5,4,2,4,5,4,5
411,"Grundschule",18,17,1,7,5,3,5,6,6,5,4,4,5,5,4,5
411,"Grundschule",19,18,1,8,5,3,5,6,6,5,5,4,4,2,5,2
411,"Grundschule",20,19,1,9,5,3,5,6,6,5,4,5,6,3,5,4
412,"Grundschule",1,0,0,0,3,5,3,3,4,4,4,3,1,5,4,2
412,"Grundschule",2,1,0,0,3,5,3,3,4,4,3,3,4,5,4,6
412,"Grundschule",3,2,0,0,3,5,3,3,4,4,3,4,1,4,2,2
412,"Grundschule",5,4,0,0,3,5,3,3,4,4,4,4,4,4,5,4
412,"Grundschule",6,5,0,0,3,5,3,3,4,4,4,4,3,5,4,4
412,"Grundschule",7,6,0,0,3,5,3,3,4,4,4,6,5,3,4,6
412,"Grundschule",8,7,0,0,3,5,3,3,4,4,1,2,6,5,4,5
412,"Grundschule",9,8,0,0,3,5,3,3,4,4,4,4,3,5,4,4
412,"Grundschule",10,9,0,0,3,5,3,3,4,4,3,7,7,4,5,5
412,"Grundschule",11,10,1,0,3,5,3,3,4,4,4,4,3,4,4,4
412,"Grundschule",12,11,1,1,3,5,3,3,4,4,2,4,6,3,4,6
412,"Grundschule",13,12,1,2,3,5,3,3,4,4,4,6,4,4,4,3
412,"Grundschule",14,13,1,3,3,5,3,3,4,4,5,5,1,4,4,5
412,"Grundschule",15,14,1,4,3,5,3,3,4,4,5,4,4,6,6,3
412,"Grundschule",17,16,1,6,3,5,3,3,4,4,4,4,4,4,3,5
412,"Grundschule",18,17,1,7,3,5,3,3,4,4,4,4,4,5,4,3
412,"Grundschule",19,18,1,8,3,5,3,3,4,4,4,3,7,5,1,3
412,"Grundschule",21,20,1,10,3,5,3,3,4,4,4,5,6,3,4,4
413,"Grundschule",1,0,0,0,5,3,6,3,3,5,7,7,7,7,5,4
413,"Grundschule",2,1,0,0,5,3,6,3,3,5,6,6,7,3,5,7
413,"Grundschule",3,2,0,0,5,3,6,3,3,5,7,5,6,7,4,6
413,"Grundschule",4,3,0,0,5,3,6,3,3,5,6,7,7,5,7,2
413,"Grundschule",5,4,0,0,5,3,6,3,3,5,6,6,6,5,6,4
413,"Grundschule",6,5,0,0,5,3,6,3,3,5,6,5,4,6,6,4
413,"Grundschule",7,6,0,0,5,3,6,3,3,5,4,5,4,5,5,4
413,"Grundschule",9,8,0,0,5,3,6,3,3,5,4,6,6,4,5,5
413,"Grundschule",10,9,0,0,5,3,6,3,3,5,5,6,6,2,2,7
414,"Grundschule",2,1,0,0,5,5,4,4,4,5,5,4,4,5,5,3
414,"Grundschule",3,2,0,0,5,5,4,4,4,5,6,5,6,6,7,5
414,"Grundschule",4,3,0,0,5,5,4,4,4,5,4,3,4,5,4,5
414,"Grundschule",5,4,0,0,5,5,4,4,4,5,4,5,6,6,3,5
414,"Grundschule",6,5,0,0,5,5,4,4,4,5,6,5,5,5,4,1
414,"Grundschule",8,7,0,0,5,5,4,4,4,5,2,3,4,4,7,4
414,"Grundschule",9,8,0,0,5,5,4,4,4,5,6,6,6,7,6,6
414,"Grundschule",10,9,0,0,5,5,4,4,4,5,4,6,3,5,2,5
414,"Grundschule",11,10,1,0,5,5,4,4,4,5,6,6,4,3,5,4
414,"Grundschule",12,11,1,1,5,5,4,4,4,5,5,2,3,3,4,3
414,"Grundschule",13,12,1,2,5,5,4,4,4,5,4,4,4,5,4,2
414,"Grundschule",14,13,1,3,5,5,4,4,4,5,6,6,2,5,4,4
414,"Grundschule",15,14,1,4,5,5,4,4,4,5,2,5,2,2,5,4
414,"Grundschule",16,15,1,5,5,5,4,4,4,5,4,3,4,2,4,4
414,"Grundschule",17,16,1,6,5,5,4,4,4,5,3,2,4,3,4,5
414,"Grundschule",18,17,1,7,5,5,4,4,4,5,2,2,5,3,3,2
414,"Grundschule",19,18,1,8,5,5,4,4,4,5,2,3,2,2,4,4
414,"Grundschule",20,19,1,9,5,5,4,4,4,5,2,2,4,3,2,3
415,"Grundschule",1,0,0,0,4,4,5,6,5,5,1,1,1,3,2,2
415,"Grundschule",2,1,0,0,4,4,5,6,5,5,1,1,1,1,1,2
415,"Grundschule",3,2,0,0,4,4,5,6,5,5,1,1,1,1,1,1
415,"Grundschule",4,3,0,0,4,4,5,6,5,5,1,1,1,2,1,1
415,"Grundschule",5,4,0,0,4,4,5,6,5,5,1,1,1,1,1,1
415,"Grundschule",6,5,0,0,4,4,5,6,5,5,1,1,1,1,2,1
415,"Grundschule",7,6,0,0,4,4,5,6,5,5,1,1,2,1,1,3
415,"Grundschule",8,7,0,0,4,4,5,6,5,5,1,1,1,1,1,2
415,"Grundschule",9,8,0,0,4,4,5,6,5,5,1,1,1,1,3,1
415,"Grundschule",10,9,0,0,4,4,5,6,5,5,1,1,2,1,2,4
415,"Grundschule",11,10,1,0,4,4,5,6,5,5,1,1,1,2,2,3
415,"Grundschule",12,11,1,1,4,4,5,6,5,5,1,1,1,1,4,4
415,"Grundschule",13,12,1,2,4,4,5,6,5,5,1,2,2,1,2,2
415,"Grundschule",14,13,1,3,4,4,5,6,5,5,3,2,2,2,4,1
415,"Grundschule",15,14,1,4,4,4,5,6,5,5,1,4,2,3,4,4
415,"Grundschule",16,15,1,5,4,4,5,6,5,5,4,4,7,1,4,5
415,"Grundschule",17,16,1,6,4,4,5,6,5,5,2,2,2,2,5,4
415,"Grundschule",18,17,1,7,4,4,5,6,5,5,3,4,3,5,3,1
415,"Grundschule",19,18,1,8,4,4,5,6,5,5,3,4,4,4,4,2
415,"Grundschule",20,19,1,9,4,4,5,6,5,5,4,4,5,4,5,3
415,"Grundschule",21,20,1,10,4,4,5,6,5,5,2,3,2,5,4,3
416,"Grundschule",1,0,0,0,6,6,5,4,4,5,6,7,6,5,6,5
416,"Grundschule",2,1,0,0,6,6,5,4,4,5,6,7,7,4,5,4
416,"Grundschule",3,2,0,0,6,6,5,4,4,5,7,5,7,7,7,6
416,"Grundschule",4,3,0,0,6,6,5,4,4,5,5,7,6,6,6,7
416,"Grundschule",5,4,0,0,6,6,5,4,4,5,7,5,7,4,5,6
416,"Grundschule",6,5,0,0,6,6,5,4,4,5,7,7,6,6,4,7
416,"Grundschule",7,6,0,0,6,6,5,4,4,5,4,3,6,4,5,6
416,"Grundschule",8,7,0,0,6,6,5,4,4,5,6,7,7,6,6,4
416,"Grundschule",9,8,0,0,6,6,5,4,4,5,6,6,5,7,5,5
416,"Grundschule",10,9,0,0,6,6,5,4,4,5,6,7,6,6,4,6
416,"Grundschule",11,10,1,0,6,6,5,4,4,5,7,5,6,4,5,7
416,"Grundschule",12,11,1,1,6,6,5,4,4,5,7,4,5,4,5,6
416,"Grundschule",13,12,1,2,6,6,5,4,4,5,4,4,3,6,5,4
416,"Grundschule",14,13,1,3,6,6,5,4,4,5,6,4,5,6,6,5
416,"Grundschule",15,14,1,4,6,6,5,4,4,5,6,5,6,3,6,2
416,"Grundschule",16,15,1,5,6,6,5,4,4,5,6,5,6,4,5,6
416,"Grundschule",17,16,1,6,6,6,5,4,4,5,6,5,6,5,5,7
416,"Grundschule",18,17,1,7,6,6,5,4,4,5,4,5,7,4,5,4
416,"Grundschule",19,18,1,8,6,6,5,4,4,5,6,3,4,4,5,5
416,"Grundschule",20,19,1,9,6,6,5,4,4,5,6,6,4,4,3,5
416,"Grundschule",21,20,1,10,6,6,5,4,4,5,7,4,3,6,4,3
417,"Grundschule",1,0,0,0,5,2,4,3,1,4,4,3,2,4,5,4
417,"Grundschule",2,1,0,0,5,2,4,3,1,4,3,6,5,4,4,5
417,"Grundschule",3,2,0,0,5,2,4,3,1,4,6,4,4,5,4,5
417,"Grundschule",4,3,0,0,5,2,4,3,1,4,6,2,6,5,4,2
417,"Grundschule",6,5,0,0,5,2,4,3,1,4,4,7,3,6,7,6
417,"Grundschule",7,6,0,0,5,2,4,3,1,4,4,5,7,4,2,5
417,"Grundschule",8,7,0,0,5,2,4,3,1,4,4,3,2,4,4,5
417,"Grundschule",9,8,0,0,5,2,4,3,1,4,5,4,4,4,5,3
417,"Grundschule",10,9,0,0,5,2,4,3,1,4,4,4,4,3,7,6
417,"Grundschule",11,10,1,0,5,2,4,3,1,4,5,5,4,4,4,5
417,"Grundschule",12,11,1,1,5,2,4,3,1,4,4,4,6,6,4,4
417,"Grundschule",13,12,1,2,5,2,4,3,1,4,3,4,6,4,4,4
417,"Grundschule",14,13,1,3,5,2,4,3,1,4,2,3,1,2,4,2
417,"Grundschule",15,14,1,4,5,2,4,3,1,4,2,4,2,2,6,5
417,"Grundschule",16,15,1,5,5,2,4,3,1,4,5,6,3,4,4,3
417,"Grundschule",17,16,1,6,5,2,4,3,1,4,4,6,5,4,4,4
417,"Grundschule",18,17,1,7,5,2,4,3,1,4,3,4,4,5,4,7
417,"Grundschule",19,18,1,8,5,2,4,3,1,4,3,2,4,3,4,4
417,"Grundschule",20,19,1,9,5,2,4,3,1,4,2,2,4,6,6,6
417,"Grundschule",21,20,1,10,5,2,4,3,1,4,2,3,6,3,4,4
418,"Grundschule",1,0,0,0,2,2,2,6,5,2,6,6,7,7,6,6
418,"Grundschule",2,1,0,0,2,2,2,6,5,2,7,6,7,7,6,4
418,"Grundschule",3,2,0,0,2,2,2,6,5,2,7,6,5,7,7,7
418,"Grundschule",4,3,0,0,2,2,2,6,5,2,7,7,7,7,6,5
418,"Grundschule",5,4,0,0,2,2,2,6,5,2,5,7,7,7,5,6
418,"Grundschule",6,5,0,0,2,2,2,6,5,2,7,7,6,7,6,5
418,"Grundschule",7,6,0,0,2,2,2,6,5,2,5,7,7,6,5,7
418,"Grundschule",8,7,0,0,2,2,2,6,5,2,5,6,7,6,6,7
418,"Grundschule",9,8,0,0,2,2,2,6,5,2,7,5,7,7,6,7
418,"Grundschule",10,9,0,0,2,2,2,6,5,2,7,7,7,7,5,6
418,"Grundschule",11,10,1,0,2,2,2,6,5,2,7,4,7,4,6,6
418,"Grundschule",12,11,1,1,2,2,2,6,5,2,5,6,4,4,4,7
418,"Grundschule",13,12,1,2,2,2,2,6,5,2,6,7,7,7,5,3
419,"Grundschule",1,0,0,0,3,7,5,5,3,5,2,3,1,3,4,2
419,"Grundschule",2,1,0,0,3,7,5,5,3,5,1,1,2,2,4,4
419,"Grundschule",3,2,0,0,3,7,5,5,3,5,1,1,4,2,1,1
419,"Grundschule",4,3,0,0,3,7,5,5,3,5,3,2,1,2,4,4
419,"Grundschule",6,5,0,0,3,7,5,5,3,5,1,3,3,2,2,1
419,"Grundschule",7,6,0,0,3,7,5,5,3,5,1,1,1,4,1,2
419,"Grundschule",8,7,0,0,3,7,5,5,3,5,2,1,2,3,2,2
419,"Grundschule",9,8,0,0,3,7,5,5,3,5,2,2,4,1,3,2
419,"Grundschule",10,9,0,0,3,7,5,5,3,5,1,2,1,2,1,2
419,"Grundschule",11,10,1,0,3,7,5,5,3,5,2,3,3,3,3,4
419,"Grundschule",12,11,1,1,3,7,5,5,3,5,2,1,4,2,4,4
420,"Grundschule",1,0,0,0,2,5,3,6,4,7,6,7,7,5,7,7
420,"Grundschule",2,1,0,0,2,5,3,6,4,7,5,7,7,5,4,4
420,"Grundschule",3,2,0,0,2,5,3,6,4,7,6,6,4,5,7,4
420,"Grundschule",4,3,0,0,2,5,3,6,4,7,2,5,4,4,3,7
420,"Grundschule",6,5,0,0,2,5,3,6,4,7,5,4,5,7,4,4
420,"Grundschule",7,6,0,0,2,5,3,6,4,7,4,5,6,4,1,5
420,"Grundschule",8,7,0,0,2,5,3,6,4,7,5,3,3,3,4,5
420,"Grundschule",9,8,0,0,2,5,3,6,4,7,6,4,5,2,3,4
420,"Grundschule",10,9,0,0,2,5,3,6,4,7,3,4,4,5,4,7
420,"Grundschule",11,10,1,0,2,5,3,6,4,7,1,1,4,3,4,1
420,"Grundschule",12,11,1,1,2,5,3,6,4,7,6,3,2,3,4,4
420,"Grundschule",13,12,1,2,2,5,3,6,4,7,4,6,2,4,2,3
420,"Grundschule",14,13,1,3,2,5,3,6,4,7,3,4,3,2,4,1
420,"Grundschule",15,14,1,4,2,5,3,6,4,7,2,4,4,2,2,4
420,"Grundschule",16,15,1,5,2,5,3,6,4,7,1,1,1,3,2,2
420,"Grundschule",17,16,1,6,2,5,3,6,4,7,1,3,5,1,1,1
420,"Grundschule",18,17,1,7,2,5,3,6,4,7,1,1,1,1,4,1
420,"Grundschule",19,18,1,8,2,5,3,6,4,7,1,1,2,1,3,1
421,"Grundschule",1,0,0,0,5,3,5,4,4,2,7,7,7,7,7,5
421,"Grundschule",2,1,0,0,5,3,5,4,4,2,7,7,7,6,7,7
421,"Grundschule",3,2,0,0,5,3,5,4,4,2,7,7,7,7,7,6
421,"Grundschule",4,3,0,0,5,3,5,4,4,2,7,7,7,7,7,7
421,"Grundschule",5,4,0,0,5,3,5,4,4,2,7,7,7,7,7,7
421,"Grundschule",6,5,0,0,5,3,5,4,4,2,7,7,7,7,7,7
421,"Grundschule",7,6,0,0,5,3,5,4,4,2,7,6,7,6,6,7
421,"Grundschule",8,7,0,0,5,3,5,4,4,2,6,7,7,6,6,4
421,"Grundschule",9,8,0,0,5,3,5,4,4,2,6,6,5,7,6,7
421,"Grundschule",11,10,1,0,5,3,5,4,4,2,5,6,5,5,6,5
421,"Grundschule",12,11,1,1,5,3,5,4,4,2,6,6,7,4,3,5
421,"Grundschule",13,12,1,2,5,3,5,4,4,2,5,3,7,4,3,2
421,"Grundschule",14,13,1,3,5,3,5,4,4,2,5,5,4,4,5,5
421,"Grundschule",15,14,1,4,5,3,5,4,4,2,4,3,5,4,2,4
421,"Grundschule",16,15,1,5,5,3,5,4,4,2,2,2,2,4,4,4
421,"Grundschule",17,16,1,6,5,3,5,4,4,2,3,3,5,4,2,2
421,"Grundschule",18,17,1,7,5,3,5,4,4,2,3,3,3,2,2,4
421,"Grundschule",19,18,1,8,5,3,5,4,4,2,1,1,3,2,2,2
421,"Grundschule",20,19,1,9,5,3,5,4,4,2,1,1,2,3,3,1
421,"Grundschule",21,20,1,10,5,3,5,4,4,2,1,2,2,1,1,1
422,"Grundschule",1,0,0,0,4,4,2,5,5,6,1,1,1,1,1,2
422,"Grundschule",2,1,0,0,4,4,2,5,5,6,2,1,3,1,1,2
422,"Grundschule",3,2,0,0,4,4,2,5,5,6,2,3,1,4,2,4
422,"Grundschule",4,3,0,0,4,4,2,5,5,6,2,2,2,1,2,3
422,"Grundschule",5,4,0,0,4,4,2,5,5,6,1,4,2,3,2,2
422,"Grundschule",6,5,0,0,4,4,2,5,5,6,2,2,2,4,2,2
422,"Grundschule",7,6,0,0,4,4,2,5,5,6,1,1,3,2,2,5
422,"Grundschule",8,7,0,0,4,4,2,5,5,6,4,2,2,4,1,2
422,"Grundschule",9,8,0,0,4,4,2,5,5,6,4,3,4,2,2,4
422,"Grundschule",10,9,0,0,4,4,2,5,5,6,6,4,4,1,4,6
422,"Grundschule",11,10,1,0,4,4,2,5,5,6,1,2,1,4,2,2
422,"Grundschule",12,11,1,1,4,4,2,5,5,6,4,2,4,4,4,4
422,"Grundschule",13,12,1,2,4,4,2,5,5,6,3,2,3,1,4,2
422,"Grundschule",14,13,1,3,4,4,2,5,5,6,2,2,1,5,2,4
422,"Grundschule",15,14,1,4,4,4,2,5,5,6,3,2,4,4,6,2
422,"Grundschule",16,15,1,5,4,4,2,5,5,6,5,5,3,4,2,4
422,"Grundschule",17,16,1,6,4,4,2,5,5,6,3,5,2,2,5,4
422,"Grundschule",18,17,1,7,4,4,2,5,5,6,5,3,6,4,4,6
423,"Grundschule",1,0,0,0,7,6,5,4,6,5,7,7,6,6,4,7
423,"Grundschule",2,1,0,0,7,6,5,4,6,5,7,7,7,7,6,6
423,"Grundschule",3,2,0,0,7,6,5,4,6,5,6,7,7,7,7,4
423,"Grundschule",4,3,0,0,7,6,5,4,6,5,5,7,7,6,6,4
423,"Grundschule",5,4,0,0,7,6,5,4,6,5,7,5,5,6,7,6
423,"Grundschule",6,5,0,0,7,6,5,4,6,5,5,7,5,3,7,7
423,"Grundschule",7,6,0,0,7,6,5,4,6,5,7,4,7,4,6,6
423,"Grundschule",8,7,0,0,7,6,5,4,6,5,4,7,6,6,7,7
423,"Grundschule",9,8,0,0,7,6,5,4,6,5,5,5,5,5,5,4
423,"Grundschule",10,9,0,0,7,6,5,4,6,5,6,5,7,3,5,6
423,"Grundschule",11,10,1,0,7,6,5,4,6,5,6,4,3,2,7,3
423,"Grundschule",12,11,1,1,7,6,5,4,6,5,2,7,4,3,3,6
423,"Grundschule",13,12,1,2,7,6,5,4,6,5,4,4,4,6,6,5
423,"Grundschule",14,13,1,3,7,6,5,4,6,5,5,2,5,3,4,5
423,"Grundschule",15,14,1,4,7,6,5,4,6,5,4,6,7,6,4,4
423,"Grundschule",16,15,1,5,7,6,5,4,6,5,4,4,2,6,4,4
423,"Grundschule",17,16,1,6,7,6,5,4,6,5,3,3,5,6,3,4
423,"Grundschule",18,17,1,7,7,6,5,4,6,5,2,4,4,3,3,6
423,"Grundschule",19,18,1,8,7,6,5,4,6,5,6,3,4,1,2,6
423,"Grundschule",20,19,1,9,7,6,5,4,6,5,2,6,2,1,4,1
424,"Grundschule",1,0,0,0,5,4,2,4,5,4,4,4,3,4,5,7
424,"Grundschule",2,1,0,0,5,4,2,4,5,4,4,3,4,4,3,4
424,"Grundschule",3,2,0,0,5,4,2,4,5,4,3,5,4,4,4,4
424,"Grundschule",5,4,0,0,5,4,2,4,5,4,4,5,4,6,3,4
424,"Grundschule",6,5,0,0,5,4,2,4,5,4,3,6,5,7,5,4
424,"Grundschule",7,6,0,0,5,4,2,4,5,4,5,4,3,4,6,4
424,"Grundschule",8,7,0,0,5,4,2,4,5,4,6,4,3,4,4,4
424,"Grundschule",9,8,0,0,5,4,2,4,5,4,4,6,4,4,6,4
424,"Grundschule",10,9,0,0,5,4,2,4,5,4,7,6,7,4,4,7
424,"Grundschule",11,10,1,0,5,4,2,4,5,4,7,6,5,4,6,6
424,"Grundschule",12,11,1,1,5,4,2,4,5,4,7,4,6,4,4,6
424,"Grundschule",14,13,1,3,5,4,2,4,5,4,7,5,7,4,3,7
424,"Grundschule",15,14,1,4,5,4,2,4,5,4,4,6,6,4,5,5
424,"Grundschule",16,15,1,5,5,4,2,4,5,4,7,7,7,7,4,7
424,"Grundschule",17,16,1,6,5,4,2,4,5,4,7,6,5,6,7,5
424,"Grundschule",18,17,1,7,5,4,2,4,5,4,7,6,7,4,7,5
424,"Grundschule",19,18,1,8,5,4,2,4,5,4,7,7,6,4,6,7
424,"Grundschule",20,19,1,9,5,4,2,4,5,4,7,7,7,6,7,6
424,"Grundschule",21,20,1,10,5,4,2,4,5,4,7,7,7,6,6,7
425,"Grundschule",1,0,0,0,3,4,4,2,4,6,7,6,6,6,7,7
425,"Grundschule",2,1,0,0,3,4,4,2,4,6,6,7,5,7,4,6
425,"Grundschule",3,2,0,0,3,4,4,2,4,6,7,7,6,6,5,6
425,"Grundschule",4,3,0,0,3,4,4,2,4,6,6,7,5,6,7,7
425,"Grundschule",5,4,0,0,3,4,4,2,4,6,7,7,7,4,7,7
425,"Grundschule",6,5,0,0,3,4,4,2,4,6,7,7,6,5,7,7
425,"Grundschule",7,6,0,0,3,4,4,2,4,6,7,7,7,7,7,7
425,"Grundschule",8,7,0,0,3,4,4,2,4,6,7,7,6,5,6,7
425,"Grundschule",9,8,0,0,3,4,4,2,4,6,7,6,4,7,7,6
425,"Grundschule",10,9,0,0,3,4,4,2,4,6,5,7,7,5,6,7
425,"Grundschule",11,10,1,0,3,4,4,2,4,6,4,7,6,6,6,2
425,"Grundschule",12,11,1,1,3,4,4,2,4,6,6,7,6,3,6,7
425,"Grundschule",14,13,1,3,3,4,4,2,4,6,6,6,7,5,7,3
425,"Grundschule",15,14,1,4,3,4,4,2,4,6,7,7,6,5,4,4
425,"Grundschule",17,16,1,6,3,4,4,2,4,6,6,7,5,5,5,7
425,"Grundschule",18,17,1,7,3,4,4,2,4,6,5,3,5,2,7,5
425,"Grundschule",19,18,1,8,3,4,4,2,4,6,5,4,7,3,3,7
425,"Grundschule",20,19,1,9,3,4,4,2,4,6,7,7,6,6,4,5
425,"Grundschule",21,20,1,10,3,4,4,2,4,6,6,7,7,7,6,5
426,"Grundschule",1,0,0,0,5,3,3,4,4,2,4,4,4,6,4,5
426,"Grundschule",2,1,0,0,5,3,3,4,4,2,3,5,6,6,5,3
426,"Grundschule",3,2,0,0,5,3,3,4,4,2,4,4,4,4,5,5
426,"Grundschule",4,3,0,0,5,3,3,4,4,2,4,4,4,6,5,5
426,"Grundschule",5,4,0,0,5,3,3,4,4,2,3,4,4,6,5,5
426,"Grundschule",6,5,0,0,5,3,3,4,4,2,3,4,6,4,5,5
426,"Grundschule",7,6,0,0,5,3,3,4,4,2,6,3,4,6,6,6
426,"Grundschule",8,7,0,0,5,3,3,4,4,2,3,2,4,3,5,5
426,"Grundschule",9,8,0,0,5,3,3,4,4,2,6,4,6,6,6,2
426,"Grundschule",11,10,1,0,5,3,3,4,4,2,6,6,4,6,6,7
426,"Grundschule",12,11,1,1,5,3,3,4,4,2,6,5,7,7,3,7
426,"Grundschule",13,12,1,2,5,3,3,4,4,2,5,6,6,6,4,7
426,"Grundschule",14,13,1,3,5,3,3,4,4,2,7,7,7,7,6,5
426,"Grundschule",15,14,1,4,5,3,3,4,4,2,6,5,6,4,5,5
426,"Grundschule",16,15,1,5,5,3,3,4,4,2,6,4,7,7,5,7
426,"Grundschule",17,16,1,6,5,3,3,4,4,2,7,7,7,6,7,7
426,"Grundschule",18,17,1,7,5,3,3,4,4,2,7,7,7,7,7,7
426,"Grundschule",19,18,1,8,5,3,3,4,4,2,6,7,7,6,6,7
426,"Grundschule",20,19,1,9,5,3,3,4,4,2,7,7,7,6,5,7
426,"Grundschule",21,20,1,10,5,3,3,4,4,2,7,7,7,6,7,7
427,"Grundschule",1,0,0,0,3,3,3,4,4,4,1,2,1,2,1,4
427,"Grundschule",3,2,0,0,3,3,3,4,4,4,1,1,2,2,1,2
427,"Grundschule",4,3,0,0,3,3,3,4,4,4,2,1,5,2,3,3
427,"Grundschule",5,4,0,0,3,3,3,4,4,4,4,2,3,2,4,3
427,"Grundschule",6,5,0,0,3,3,3,4,4,4,4,3,3,3,5,3
427,"Grundschule",7,6,0,0,3,3,3,4,4,4,1,2,3,4,4,3
427,"Grundschule",8,7,0,0,3,3,3,4,4,4,2,2,4,3,4,2
427,"Grundschule",9,8,0,0,3,3,3,4,4,4,4,4,3,6,3,4
427,"Grundschule",10,9,0,0,3,3,3,4,4,4,7,3,4,6,6,7
427,"Grundschule",11,10,1,0,3,3,3,4,4,4,6,7,2,5,5,4
427,"Grundschule",12,11,1,1,3,3,3,4,4,4,6,6,4,4,4,4
427,"Grundschule",14,13,1,3,3,3,3,4,4,4,5,5,6,7,5,7
427,"Grundschule",15,14,1,4,3,3,3,4,4,4,6,6,4,5,6,4
427,"Grundschule",17,16,1,6,3,3,3,4,4,4,7,7,7,7,4,4
427,"Grundschule",18,17,1,7,3,3,3,4,4,4,6,7,5,6,6,7
427,"Grundschule",19,18,1,8,3,3,3,4,4,4,7,6,7,7,6,6
427,"Grundschule",20,19,1,9,3,3,3,4,4,4,7,7,7,7,4,7
428,"Grundschule",2,1,0,0,3,4,5,2,1,5,7,7,7,7,7,7
428,"Grundschule",3,2,0,0,3,4,5,2,1,5,7,7,7,7,7,7
428,"Grundschule",4,3,0,0,3,4,5,2,1,5,7,7,7,7,7,7
428,"Grundschule",5,4,0,0,3,4,5,2,1,5,7,7,7,7,6,7
428,"Grundschule",6,5,0,0,3,4,5,2,1,5,7,7,7,7,7,7
428,"Grundschule",7,6,0,0,3,4,5,2,1,5,7,7,7,7,7,7
428,"Grundschule",8,7,0,0,3,4,5,2,1,5,7,7,7,7,7,7
428,"Grundschule",9,8,0,0,3,4,5,2,1,5,7,7,7,7,7,7
428,"Grundschule",10,9,0,0,3,4,5,2,1,5,6,6,7,5,7,7
428,"Grundschule",11,10,1,0,3,4,5,2,1,5,7,6,6,6,7,5
428,"Grundschule",12,11,1,1,3,4,5,2,1,5,6,6,5,5,4,5
428,"Grundschule",13,12,1,2,3,4,5,2,1,5,2,6,6,4,7,7
428,"Grundschule",14,13,1,3,3,4,5,2,1,5,4,5,6,5,7,3
428,"Grundschule",15,14,1,4,3,4,5,2,1,5,4,4,5,7,3,7
428,"Grundschule",16,15,1,5,3,4,5,2,1,5,2,2,5,4,2,3
428,"Grundschule",17,16,1,6,3,4,5,2,1,5,4,2,2,2,6,3
428,"Grundschule",18,17,1,7,3,4,5,2,1,5,1,1,2,2,4,1
428,"Grundschule",20,19,1,9,3,4,5,2,1,5,1,1,2,2,1,1
428,"Grundschule",21,20,1,10,3,4,5,2,1,5,1,1,2,1,2,3
429,"Grundschule",1,0,0,0,3,5,3,6,4,5,3,1,3,4,3,4
429,"Grundschule",2,1,0,0,3,5,3,6,4,5,3,4,2,5,5,1
429,"Grundschule",3,2,0,0,3,5,3,6,4,5,3,2,5,4,4,4
429,"Grundschule",4,3,0,0,3,5,3,6,4,5,3,4,2,4,2,4
429,"Grundschule",5,4,0,0,3,5,3,6,4,5,1,2,5,3,5,6
429,"Grundschule",6,5,0,0,3,5,3,6,4,5,2,2,4,2,3,2
429,"Grundschule",7,6,0,0,3,5,3,6,4,5,1,2,2,2,2,3
429,"Grundschule",8,7,0,0,3,5,3,6,4,5,1,3,2,4,3,2
429,"Grundschule",9,8,0,0,3,5,3,6,4,5,3,2,3,3,3,3
429,"Grundschule",10,9,0,0,3,5,3,6,4,5,1,4,2,1,4,4
429,"Grundschule",11,10,1,0,3,5,3,6,4,5,1,1,2,4,2,1
429,"Grundschule",12,11,1,1,3,5,3,6,4,5,2,2,1,1,3,1
429,"Grundschule",13,12,1,2,3,5,3,6,4,5,1,2,2,2,2,1
429,"Grundschule",14,13,1,3,3,5,3,6,4,5,1,1,1,4,3,1
429,"Grundschule",17,16,1,6,3,5,3,6,4,5,1,1,2,2,2,2
429,"Grundschule",18,17,1,7,3,5,3,6,4,5,1,1,1,2,1,1
429,"Grundschule",19,18,1,8,3,5,3,6,4,5,1,1,1,2,1,1
430,"Grundschule",1,0,0,0,5,3,6,3,5,6,1,3,1,3,2,6
430,"Grundschule",3,2,0,0,5,3,6,3,5,6,3,4,3,4,1,3
430,"Grundschule",4,3,0,0,5,3,6,3,5,6,3,2,4,1,1,3
430,"Grundschule",5,4,0,0,5,3,6,3,5,6,2,1,2,4,3,3
430,"Grundschule",6,5,0,0,5,3,6,3,5,6,1,1,1,1,2,3
430,"Grundschule",7,6,0,0,5,3,6,3,5,6,1,1,3,4,4,5
430,"Grundschule",8,7,0,0,5,3,6,3,5,6,2,2,1,3,3,3
430,"Grundschule",9,8,0,0,5,3,6,3,5,6,3,2,2,1,4,2
430,"Grundschule",10,9,0,0,5,3,6,3,5,6,1,2,4,2,1,4
430,"Grundschule",11,10,1,0,5,3,6,3,5,6,1,2,1,4,4,3
430,"Grundschule",12,11,1,1,5,3,6,3,5,6,1,3,2,2,2,3
430,"Grundschule",13,12,1,2,5,3,6,3,5,6,1,1,1,2,4,4
430,"Grundschule",14,13,1,3,5,3,6,3,5,6,2,1,1,3,1,3
430,"Grundschule",15,14,1,4,5,3,6,3,5,6,2,2,3,1,4,2
